Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
219,2.19,0.453137,0.841361,0.085797,0.42406,1.315775,-0.106585,0.451329,0.788078,0.134368,0.465101,0.66742,0.151964,0.472058,0.59417,0.16344,0.042929,0.071776,0.134097,0.073824,0.099476,0.134797,0.120566,0.059926,0.131609,-0.065604,0.055926,0.135884,0.053801,0.310681,0.173208,0.048176,0.403943,0.177603,0.051721,0.328143,0.175124,0.061506,0.199958,0.166898,0.247657,0.547123,0.170453,0.347782,0.566899,0.168844,0.24468,0.548497,0.171086,0.150511,0.525973,0.171427
220,2.2,0.453077,0.841392,0.085791,0.424112,1.315818,-0.10658,0.45137,0.788124,0.134382,0.464981,0.667444,0.151948,0.471844,0.594184,0.163413,0.042938,0.071801,0.134119,0.073838,0.099495,0.134843,0.120573,0.05994,0.131609,-0.065597,0.055967,0.135906,0.053811,0.31067,0.173203,0.048187,0.403933,0.177575,0.051732,0.328132,0.175116,0.061515,0.199945,0.166917,0.247653,0.547108,0.170473,0.347778,0.566883,0.168893,0.244674,0.548488,0.171087,0.150508,0.525954,0.17144
221,2.21,0.453061,0.841426,0.08582,0.424132,1.315842,-0.106579,0.451375,0.788163,0.134419,0.464948,0.66748,0.151987,0.471788,0.594217,0.163453,0.042972,0.071856,0.13417,0.073867,0.099554,0.134941,0.120609,0.060012,0.131636,-0.065561,0.056003,0.135933,0.053813,0.310675,0.173229,0.048197,0.403938,0.177615,0.051728,0.328136,0.175137,0.061513,0.19995,0.166934,0.247666,0.547114,0.17049,0.347788,0.566899,0.168887,0.244688,0.548488,0.171124,0.150521,0.525955,0.171459
222,2.22,0.453075,0.841406,0.085817,0.424165,1.315832,-0.106559,0.451385,0.788141,0.134414,0.464955,0.667456,0.151976,0.471793,0.594193,0.163439,0.042973,0.071831,0.134171,0.073873,0.099523,0.134941,0.120608,0.059974,0.131637,-0.065562,0.055995,0.135934,0.053809,0.310679,0.173243,0.048189,0.403941,0.177632,0.051733,0.32814,0.175161,0.061504,0.199955,0.166935,0.247679,0.547107,0.170501,0.347802,0.566893,0.168885,0.244701,0.548483,0.171128,0.150535,0.525946,0.17149
223,2.23,0.453089,0.841397,0.085829,0.424194,1.315843,-0.106501,0.451399,0.788128,0.13442,0.464965,0.667441,0.151971,0.4718,0.594176,0.163427,0.042945,0.071805,0.134146,0.073847,0.099498,0.134848,0.120579,0.059938,0.131635,-0.065591,0.05598,0.135955,0.053812,0.310651,0.173241,0.048196,0.403914,0.177622,0.051742,0.328113,0.175163,0.061497,0.199926,0.166939,0.247687,0.547108,0.170515,0.347808,0.566903,0.168929,0.244708,0.548485,0.171135,0.150545,0.525936,0.171481
224,2.24,0.453092,0.841382,0.085839,0.424208,1.315842,-0.10646,0.451394,0.788109,0.134426,0.464964,0.667422,0.15197,0.471803,0.594156,0.163421,0.042934,0.071789,0.134118,0.073831,0.099487,0.134819,0.120571,0.059933,0.131638,-0.065601,0.055948,0.135898,0.053815,0.310662,0.17326,0.048197,0.403925,0.177647,0.051738,0.328124,0.175177,0.061511,0.199938,0.166957,0.247693,0.547115,0.170543,0.347815,0.566906,0.16898,0.244713,0.548494,0.171157,0.15055,0.525945,0.171493
225,2.25,0.453094,0.841377,0.085862,0.424236,1.315831,-0.106454,0.451395,0.788106,0.134451,0.464956,0.667418,0.151999,0.471788,0.594152,0.163453,0.04292,0.071726,0.134059,0.073817,0.099425,0.134745,0.120557,0.05987,0.131573,-0.065614,0.055883,0.135859,0.053843,0.310699,0.173297,0.048253,0.403961,0.177728,0.051741,0.328159,0.175193,0.061535,0.199975,0.16697,0.247709,0.547112,0.170567,0.347833,0.566898,0.169039,0.244728,0.548496,0.171159,0.150567,0.52594,0.171503
226,2.26,0.453211,0.841321,0.085899,0.424245,1.315784,-0.106379,0.451356,0.788023,0.134452,0.46514,0.667365,0.15203,0.472103,0.594113,0.163494,0.042928,0.071729,0.134048,0.073832,0.09942,0.134749,0.120562,0.059857,0.131532,-0.065609,0.05591,0.135862,0.053836,0.310669,0.173265,0.048226,0.403931,0.177668,0.051756,0.32813,0.17518,0.061525,0.199945,0.166947,0.247695,0.547095,0.170553,0.347822,0.566859,0.168963,0.244715,0.548477,0.17116,0.150547,0.52595,0.171537
227,2.27,0.453125,0.841376,0.085909,0.424278,1.315832,-0.106406,0.45137,0.788098,0.134487,0.464993,0.667419,0.152048,0.471861,0.594157,0.163507,0.042941,0.071755,0.13408,0.073847,0.099442,0.134801,0.120573,0.059879,0.13154,-0.065597,0.055943,0.1359,0.053848,0.310653,0.173266,0.048224,0.403915,0.177668,0.051774,0.328114,0.17519,0.061546,0.19993,0.166941,0.247708,0.547105,0.170596,0.347834,0.566873,0.168982,0.24473,0.548478,0.171234,0.150559,0.525964,0.171573
228,2.28,0.453089,0.841381,0.085928,0.424273,1.315845,-0.106369,0.451375,0.788107,0.134513,0.464938,0.667419,0.152059,0.471771,0.594153,0.163511,0.042934,0.071727,0.134059,0.07383,0.099426,0.134741,0.120571,0.059872,0.131582,-0.0656,0.055883,0.135854,0.053859,0.310653,0.173289,0.048261,0.403915,0.177716,0.051771,0.328114,0.175199,0.061545,0.19993,0.166953,0.247721,0.547109,0.170609,0.34784,0.566923,0.169073,0.244742,0.548485,0.17123,0.150583,0.525919,0.171525
229,2.29,0.453087,0.841376,0.085953,0.424278,1.315856,-0.106307,0.451373,0.788098,0.134534,0.464933,0.667409,0.15207,0.471764,0.594142,0.163516,0.042941,0.071753,0.134075,0.073834,0.099456,0.134756,0.12058,0.059908,0.131604,-0.065591,0.055895,0.135864,0.053855,0.31065,0.173288,0.048237,0.403912,0.177678,0.051782,0.328111,0.175209,0.061546,0.199925,0.166977,0.247716,0.547105,0.170618,0.347836,0.566907,0.16907,0.244735,0.548488,0.171213,0.150577,0.525919,0.17157
230,2.3,0.453095,0.841377,0.085972,0.42429,1.315866,-0.106264,0.45136,0.788094,0.134547,0.464942,0.667406,0.152081,0.471786,0.59414,0.163526,0.042934,0.071762,0.134091,0.073827,0.099463,0.134803,0.120573,0.059916,0.131622,-0.065599,0.055906,0.135848,0.053846,0.31064,0.173294,0.048235,0.403902,0.177704,0.051763,0.328101,0.175208,0.06154,0.199916,0.166969,0.247704,0.547084,0.170602,0.347825,0.566876,0.169023,0.244724,0.548465,0.171212,0.150562,0.525912,0.171572
231,2.31,0.453131,0.841354,0.085945,0.424415,1.31581,-0.106385,0.451371,0.788078,0.134527,0.464949,0.667394,0.152089,0.47179,0.594131,0.16355,0.042935,0.071764,0.134116,0.073828,0.099467,0.134781,0.120574,0.059916,0.131668,-0.065597,0.055908,0.135897,0.053831,0.310655,0.173338,0.048212,0.403917,0.177744,0.051753,0.328116,0.175257,0.061528,0.199932,0.167013,0.247708,0.547076,0.170614,0.347833,0.56685,0.169021,0.244727,0.548461,0.17121,0.150563,0.525917,0.171612
232,2.32,0.453156,0.841326,0.085915,0.424482,1.315763,-0.106472,0.451393,0.788057,0.134504,0.464958,0.667374,0.15208,0.471791,0.594111,0.163549,0.042948,0.071801,0.134151,0.073843,0.099501,0.134819,0.120585,0.059946,0.131684,-0.065586,0.055955,0.135949,0.053842,0.310648,0.173332,0.048235,0.40391,0.177745,0.051771,0.32811,0.175257,0.06152,0.199925,0.166993,0.247727,0.547079,0.170647,0.347852,0.566859,0.169101,0.244745,0.548468,0.171227,0.150584,0.525911,0.171613
233,2.33,0.45327,0.841256,0.085955,0.4245,1.315697,-0.106408,0.451349,0.787962,0.134509,0.465134,0.667308,0.152119,0.472096,0.594059,0.163599,0.042944,0.071794,0.134141,0.073834,0.099499,0.134859,0.120584,0.05996,0.131652,-0.065586,0.055922,0.135911,0.053842,0.310641,0.173342,0.048239,0.403903,0.177749,0.051762,0.328102,0.175257,0.061524,0.199916,0.16702,0.247715,0.547057,0.170631,0.347839,0.566838,0.169057,0.244734,0.548443,0.171221,0.150572,0.525889,0.171616
234,2.34,0.453319,0.841236,0.08594,0.424608,1.315649,-0.106501,0.451327,0.78794,0.134491,0.465172,0.667299,0.152136,0.472168,0.594056,0.163634,0.042942,0.071801,0.134162,0.073843,0.099497,0.134804,0.120577,0.059932,0.131679,-0.065593,0.055974,0.136001,0.05384,0.310643,0.173354,0.048245,0.403906,0.177765,0.051754,0.328104,0.175262,0.061522,0.199918,0.167036,0.247711,0.547041,0.170624,0.347839,0.566801,0.169033,0.244731,0.548426,0.171219,0.150564,0.525895,0.17162
235,2.35,0.453217,0.841287,0.085945,0.424642,1.315702,-0.10651,0.451363,0.788015,0.134526,0.464995,0.667344,0.152138,0.471867,0.594088,0.163625,0.042932,0.071783,0.134139,0.073835,0.099475,0.134843,0.120566,0.059914,0.13163,-0.065605,0.055961,0.135945,0.053845,0.310648,0.173363,0.048246,0.403911,0.177781,0.051759,0.32811,0.175273,0.061529,0.199925,0.167034,0.247735,0.547085,0.170719,0.347858,0.566878,0.169252,0.24475,0.548479,0.171275,0.150596,0.525898,0.171631
236,2.36,0.45316,0.841311,0.086004,0.424547,1.315778,-0.106317,0.451354,0.788031,0.134579,0.464945,0.667349,0.152146,0.471793,0.594086,0.163608,0.042939,0.071832,0.134193,0.073845,0.09952,0.13489,0.120572,0.059954,0.131676,-0.065599,0.056021,0.136011,0.053843,0.310659,0.173383,0.048226,0.403919,0.177819,0.051762,0.32812,0.175305,0.061541,0.199938,0.167026,0.247729,0.547067,0.170711,0.347851,0.566863,0.169197,0.244747,0.548452,0.171299,0.150589,0.525884,0.171636
237,2.37,0.453307,0.841218,0.085988,0.424658,1.315655,-0.106403,0.451334,0.787921,0.134538,0.465134,0.667272,0.152164,0.472104,0.594025,0.163653,0.042954,0.071823,0.134208,0.073856,0.099517,0.134841,0.120589,0.059949,0.131723,-0.065582,0.056002,0.13606,0.053835,0.310652,0.173392,0.048234,0.403915,0.177801,0.05176,0.328114,0.175312,0.061512,0.199928,0.167064,0.247726,0.547061,0.170702,0.347852,0.566839,0.169166,0.244745,0.548448,0.17129,0.150583,0.525897,0.17165
238,2.38,0.453242,0.841241,0.085957,0.424711,1.315662,-0.10649,0.451367,0.787965,0.134534,0.465007,0.667296,0.152148,0.471884,0.59404,0.163635,0.042952,0.071818,0.134197,0.073848,0.099518,0.13485,0.120589,0.059961,0.131716,-0.065581,0.055974,0.136024,0.053842,0.310657,0.17338,0.048236,0.403919,0.177798,0.051767,0.328119,0.175302,0.061523,0.199934,0.16704,0.247737,0.547064,0.170707,0.34786,0.566855,0.169181,0.244755,0.548449,0.171297,0.150595,0.525888,0.171642
239,2.39,0.453219,0.841255,0.085951,0.424746,1.315673,-0.106512,0.451368,0.787986,0.134536,0.464958,0.66731,0.152147,0.471804,0.594051,0.163634,0.04294,0.071796,0.13417,0.073832,0.099501,0.134854,0.12058,0.059954,0.131718,-0.065591,0.055933,0.135938,0.053846,0.310656,0.173387,0.048246,0.403919,0.1778,0.051757,0.328118,0.175293,0.061535,0.199932,0.167067,0.247739,0.547076,0.17072,0.347863,0.566861,0.169192,0.244758,0.548459,0.171319,0.150596,0.525907,0.171651
240,2.4,0.453228,0.841236,0.085955,0.424769,1.315649,-0.106524,0.451367,0.787967,0.13454,0.464963,0.667293,0.152157,0.471813,0.594035,0.163646,0.042937,0.071797,0.134177,0.073831,0.0995,0.134813,0.120576,0.059944,0.131732,-0.065595,0.055947,0.135984,0.053839,0.310691,0.173399,0.048228,0.403952,0.177824,0.051767,0.328152,0.175326,0.061524,0.199969,0.167046,0.247749,0.547068,0.170737,0.347874,0.566849,0.169219,0.244767,0.548457,0.171316,0.150606,0.525899,0.171676
241,2.41,0.453232,0.841244,0.085982,0.424785,1.315668,-0.106472,0.451356,0.787971,0.134562,0.464964,0.667298,0.152175,0.471821,0.59404,0.163662,0.042937,0.07177,0.134135,0.073832,0.099472,0.134783,0.120576,0.059915,0.131692,-0.065596,0.055923,0.135931,0.053854,0.310665,0.173398,0.048255,0.403926,0.177844,0.051771,0.328125,0.175316,0.061537,0.199943,0.167033,0.247748,0.547058,0.170721,0.347876,0.566824,0.169195,0.244765,0.54845,0.171287,0.150603,0.525899,0.17168
242,2.42,0.453226,0.84124,0.086008,0.424794,1.315665,-0.106445,0.451349,0.787967,0.134587,0.464953,0.667294,0.1522,0.471808,0.594036,0.163687,0.042932,0.071753,0.134066,0.073838,0.09944,0.134793,0.120563,0.05988,0.13148,-0.065605,0.055939,0.135926,0.053856,0.310654,0.173383,0.04826,0.403916,0.177821,0.051756,0.328115,0.175283,0.061553,0.199931,0.167047,0.24775,0.547046,0.17072,0.347875,0.566825,0.169189,0.244768,0.548434,0.171303,0.150606,0.525879,0.171669
243,2.43,0.453228,0.841255,0.086013,0.424811,1.315709,-0.106369,0.451349,0.787974,0.134585,0.46495,0.667298,0.15218,0.471803,0.594038,0.163656,0.042941,0.071804,0.134155,0.073843,0.099496,0.134893,0.120575,0.059941,0.131606,-0.065595,0.055977,0.135966,0.053846,0.310687,0.173393,0.048249,0.403949,0.177824,0.051763,0.328149,0.175309,0.061525,0.199964,0.167046,0.247754,0.547049,0.170751,0.347877,0.566842,0.169251,0.244771,0.54844,0.171321,0.150614,0.525867,0.171683
244,2.44,0.453226,0.841251,0.08602,0.424812,1.315718,-0.106331,0.451341,0.787967,0.134587,0.464948,0.66729,0.152176,0.471804,0.59403,0.163648,0.042955,0.071818,0.134188,0.073855,0.099511,0.134903,0.120589,0.059954,0.131677,-0.065581,0.055988,0.135985,0.053846,0.310681,0.173406,0.048253,0.403943,0.177837,0.051772,0.328142,0.175329,0.061512,0.199957,0.167052,0.247749,0.547036,0.170719,0.347877,0.566798,0.169133,0.24477,0.548418,0.171326,0.150602,0.525892,0.171699
245,2.45,0.453241,0.841238,0.08599,0.424855,1.315685,-0.106415,0.451339,0.787958,0.134561,0.464954,0.667285,0.152167,0.471815,0.594026,0.163648,0.04294,0.071789,0.134158,0.073838,0.099487,0.134832,0.120577,0.05993,0.131684,-0.065594,0.05595,0.135958,0.05386,0.310666,0.173411,0.048266,0.403929,0.177838,0.051778,0.328128,0.175326,0.061535,0.199943,0.16707,0.247781,0.547091,0.170808,0.347905,0.566884,0.169376,0.244795,0.548489,0.171345,0.150643,0.525899,0.171702
246,2.46,0.453248,0.841247,0.085975,0.424869,1.315698,-0.106419,0.451338,0.787964,0.134543,0.46496,0.667291,0.152148,0.471825,0.594033,0.163629,0.042942,0.071817,0.1342,0.073846,0.099507,0.134899,0.120575,0.059943,0.131686,-0.065595,0.056,0.136014,0.053868,0.310669,0.173422,0.048269,0.403932,0.17784,0.051785,0.328131,0.175335,0.061551,0.199946,0.16709,0.247777,0.547063,0.170756,0.347901,0.566849,0.169258,0.244795,0.548452,0.171334,0.150635,0.525889,0.171676
247,2.47,0.453256,0.841243,0.085975,0.42488,1.315706,-0.106391,0.45135,0.787958,0.134541,0.464965,0.667283,0.152137,0.471826,0.594024,0.163612,0.042932,0.071769,0.13414,0.073839,0.099455,0.134866,0.120563,0.059891,0.131592,-0.065607,0.055962,0.135961,0.05387,0.31067,0.173421,0.048272,0.403933,0.177835,0.051789,0.328131,0.175334,0.06155,0.199946,0.167094,0.247781,0.547085,0.170805,0.347903,0.566887,0.169391,0.244796,0.548482,0.171347,0.150644,0.525886,0.171679
248,2.48,0.453255,0.841251,0.086009,0.424897,1.315703,-0.106386,0.451343,0.787969,0.134577,0.464959,0.667295,0.152182,0.47182,0.594036,0.163662,0.042945,0.071796,0.134111,0.073856,0.099478,0.13484,0.120573,0.059911,0.131488,-0.065594,0.056,0.136006,0.053866,0.310677,0.173447,0.048263,0.403939,0.177851,0.051794,0.328138,0.175368,0.061542,0.199952,0.167122,0.247757,0.547033,0.170741,0.347882,0.566811,0.169184,0.244775,0.548419,0.17133,0.150613,0.525868,0.171707
249,2.49,0.453301,0.841263,0.085947,0.42508,1.315661,-0.106603,0.451353,0.787995,0.134529,0.464958,0.667326,0.152178,0.471811,0.594071,0.163684,0.042942,0.071792,0.134155,0.073852,0.099476,0.134813,0.120572,0.059901,0.131612,-0.065597,0.055998,0.136039,0.053863,0.310663,0.17342,0.048252,0.403924,0.177844,0.051784,0.328124,0.175339,0.061553,0.19994,0.167076,0.247756,0.547047,0.17074,0.347883,0.566813,0.169157,0.244775,0.548433,0.171331,0.15061,0.525895,0.171733
250,2.5,0.453317,0.841272,0.085911,0.42516,1.315649,-0.106699,0.451368,0.788011,0.134501,0.46495,0.667342,0.152164,0.47179,0.594087,0.163679,0.042941,0.071803,0.134171,0.073847,0.099492,0.134843,0.120573,0.059924,0.131647,-0.065597,0.055994,0.136022,0.053868,0.310655,0.173418,0.048259,0.403916,0.177847,0.051784,0.328116,0.175335,0.061559,0.199933,0.167073,0.247736,0.547031,0.170717,0.34786,0.566807,0.169131,0.244755,0.548414,0.17132,0.150591,0.525872,0.1717
251,2.51,0.453323,0.841273,0.08594,0.425169,1.315659,-0.106649,0.451388,0.788012,0.134531,0.464952,0.667339,0.152185,0.471781,0.594083,0.163695,0.042938,0.071814,0.13418,0.073835,0.099512,0.134868,0.120575,0.059958,0.131703,-0.065596,0.055972,0.135968,0.053865,0.310653,0.173428,0.048255,0.403914,0.177866,0.051782,0.328114,0.175348,0.061558,0.199932,0.167072,0.247746,0.547045,0.170743,0.34787,0.566827,0.169181,0.244765,0.548429,0.171341,0.150603,0.52588,0.171708
252,2.52,0.453334,0.841277,0.085925,0.425226,1.315656,-0.106688,0.451377,0.788016,0.134514,0.46495,0.667346,0.152179,0.471784,0.594091,0.163694,0.042955,0.071854,0.134203,0.073852,0.099551,0.134941,0.120592,0.060003,0.131686,-0.065579,0.056009,0.135981,0.053841,0.31066,0.173431,0.048234,0.403922,0.17786,0.05177,0.328121,0.175359,0.061521,0.199938,0.167075,0.247744,0.54705,0.170759,0.347866,0.566842,0.169217,0.244763,0.548432,0.17136,0.150602,0.525876,0.171699
253,2.53,0.453339,0.841283,0.085912,0.425251,1.315661,-0.106705,0.451376,0.788021,0.134501,0.464948,0.667352,0.152167,0.471781,0.594096,0.163684,0.042936,0.071817,0.134172,0.073834,0.099513,0.134874,0.120572,0.059958,0.13168,-0.065599,0.05598,0.135963,0.053828,0.310663,0.173431,0.048216,0.403925,0.177843,0.05175,0.328124,0.175351,0.061517,0.19994,0.167098,0.247736,0.547051,0.170765,0.347859,0.566841,0.169237,0.244755,0.548436,0.171358,0.150595,0.525876,0.1717
254,2.54,0.453441,0.841229,0.085947,0.425267,1.315617,-0.106633,0.451322,0.78794,0.1345,0.465108,0.6673,0.152196,0.472067,0.594058,0.163723,0.042948,0.071834,0.134191,0.073848,0.099527,0.134934,0.120583,0.059973,0.13168,-0.065588,0.056001,0.13596,0.053837,0.31065,0.173407,0.048237,0.403912,0.177836,0.051756,0.328111,0.175324,0.061519,0.199927,0.167059,0.247724,0.547043,0.170746,0.347851,0.566806,0.169157,0.244744,0.548424,0.171355,0.150576,0.525898,0.171726
255,2.55,0.453487,0.841207,0.085939,0.425314,1.315592,-0.106648,0.451316,0.787912,0.134483,0.465163,0.66728,0.152195,0.472157,0.594043,0.163728,0.04294,0.071791,0.134133,0.073848,0.099477,0.134836,0.120572,0.059909,0.131594,-0.065598,0.055988,0.135971,0.05384,0.310641,0.173406,0.048229,0.403903,0.177818,0.05176,0.328102,0.175322,0.061532,0.199918,0.167077,0.247727,0.547049,0.170755,0.347849,0.566838,0.169205,0.244747,0.548429,0.171365,0.150584,0.52588,0.171695
256,2.56,0.453395,0.841267,0.085901,0.425363,1.315646,-0.106723,0.451353,0.787997,0.134477,0.464995,0.667338,0.152162,0.47187,0.594088,0.163687,0.042938,0.07179,0.134067,0.073845,0.099478,0.134744,0.120568,0.059909,0.131497,-0.0656,0.055984,0.135962,0.053843,0.310671,0.173417,0.048233,0.403933,0.177833,0.051757,0.328132,0.175329,0.061538,0.199948,0.167089,0.247723,0.547056,0.170748,0.347848,0.566834,0.169208,0.244743,0.548439,0.171346,0.150579,0.525894,0.171688
257,2.57,0.453467,0.841226,0.085926,0.425361,1.315631,-0.106622,0.451333,0.787934,0.134474,0.465111,0.667291,0.152165,0.472065,0.594048,0.163687,0.042952,0.07183,0.134163,0.073869,0.099506,0.134837,0.120578,0.059922,0.13159,-0.065591,0.05606,0.136063,0.053828,0.310665,0.173415,0.048212,0.403926,0.177836,0.051758,0.328126,0.175344,0.061513,0.199943,0.167065,0.247716,0.54706,0.170739,0.347842,0.566835,0.16919,0.244735,0.548444,0.171336,0.150571,0.525901,0.17169
258,2.58,0.453519,0.841218,0.085907,0.425387,1.315615,-0.106657,0.451337,0.78792,0.134447,0.46518,0.667287,0.152154,0.472172,0.594049,0.163684,0.042934,0.071809,0.134161,0.073836,0.099501,0.134898,0.120568,0.059947,0.131611,-0.065601,0.05598,0.135974,0.053825,0.310682,0.173433,0.048215,0.403943,0.177857,0.051741,0.328143,0.175348,0.06152,0.199959,0.167094,0.247724,0.547055,0.170719,0.347853,0.566805,0.16912,0.244745,0.548436,0.171331,0.150573,0.525924,0.171704
259,2.59,0.453541,0.841219,0.0859,0.425433,1.315605,-0.106696,0.45135,0.787924,0.134442,0.465195,0.667293,0.152158,0.472187,0.594055,0.163694,0.042954,0.071842,0.134129,0.073862,0.099526,0.134908,0.120584,0.059971,0.131479,-0.065583,0.056029,0.136,0.053822,0.310701,0.173415,0.04822,0.403963,0.17783,0.05173,0.328162,0.175321,0.061514,0.199977,0.167096,0.247717,0.547046,0.170701,0.347845,0.566802,0.169103,0.244737,0.548427,0.171315,0.150567,0.52591,0.171685
260,2.6,0.453555,0.841219,0.085862,0.425472,1.315612,-0.10672,0.451366,0.787923,0.134403,0.465198,0.66729,0.152115,0.472183,0.594051,0.163648,0.042965,0.071884,0.134191,0.073868,0.099573,0.13499,0.120598,0.060025,0.13159,-0.065571,0.056056,0.135992,0.053825,0.310681,0.173397,0.048206,0.403942,0.177817,0.05175,0.328142,0.175322,0.061518,0.199959,0.167051,0.247725,0.547046,0.170682,0.347853,0.566803,0.169059,0.244747,0.548423,0.17131,0.150575,0.525913,0.171678
261,2.61,0.453558,0.84122,0.085871,0.425497,1.315607,-0.106727,0.451352,0.787923,0.134412,0.465196,0.667293,0.152132,0.472188,0.594055,0.163669,0.042944,0.071811,0.134135,0.073843,0.099508,0.134781,0.12058,0.059947,0.131649,-0.06559,0.055978,0.135977,0.053836,0.310675,0.173369,0.048224,0.403936,0.177783,0.051766,0.328136,0.175296,0.061517,0.199951,0.167028,0.247731,0.547073,0.170708,0.347855,0.566857,0.16916,0.24475,0.548457,0.171303,0.150588,0.525905,0.171661
262,2.62,0.453462,0.841281,0.085844,0.42552,1.315676,-0.106752,0.451413,0.788008,0.134418,0.465028,0.667345,0.152095,0.471886,0.594093,0.163615,0.042935,0.071779,0.134087,0.073835,0.099472,0.13482,0.120569,0.059921,0.131513,-0.065599,0.055944,0.135928,0.053847,0.310672,0.173374,0.048237,0.403933,0.177798,0.051773,0.328133,0.175299,0.061531,0.199949,0.167024,0.247731,0.547057,0.17067,0.347855,0.566835,0.169067,0.244752,0.548437,0.171283,0.150586,0.5259,0.171658
263,2.63,0.453546,0.841263,0.085865,0.425541,1.315657,-0.106726,0.45138,0.787973,0.134414,0.465156,0.667333,0.152121,0.472108,0.594091,0.163652,0.042924,0.071743,0.134046,0.073823,0.099441,0.13467,0.12056,0.059878,0.131558,-0.06561,0.055909,0.13591,0.053852,0.310658,0.173357,0.048242,0.403919,0.177783,0.051774,0.328119,0.175279,0.061541,0.199936,0.167011,0.247735,0.547064,0.170673,0.34786,0.566837,0.169093,0.244754,0.548449,0.171268,0.15059,0.525907,0.171657
